Order ID,Trade date,Instrument code,Market code,Quantity,Price,Transaction type,Exchange rate,Transaction fee,Currency,Amount,Transaction method
447c34c3-c35d-4f80-8990-b2a1aa1fb1ae,2022-01-31 00:13:03.267216 (UTC),OZY,NZX,0.28723437,4.157,BUY,,0.00597,nzd,1.194029829,BUY
bd228b3d-a001-45ba-a18e-bf6b6bea63de,2022-01-31 00:13:03.267216 (UTC),EUF,NZX,1.98409746,2.006,BUY,,0.0199,nzd,3.980099505,BUY
d6425936-e125-44bc-91c7-2ed4dfc51cf3,2022-01-31 00:13:03.267216 (UTC),FNZ,NZX,0.24767265,3.214,BUY,,0.00398,nzd,0.796019897,BUY
1801a3d3-4a3b-469e-adff-54ac8d7a1c4d,2022-01-31 00:13:03.267216 (UTC),EMF,NZX,2.01501987,1.481,BUY,,0.01493,nzd,2.985074616,BUY
83331d76-66ba-480f-b655-1fc50d5a95df,2022-01-31 00:13:03.267216 (UTC),APA,NZX,1.76657767,2.253,BUY,,0.0199,nzd,3.980099491,BUY
bbe0f5f2-8b6e-4fb9-bdbd-03348df96b19,2022-01-31 00:13:03.267216 (UTC),USF,NZX,0.56402738,12.349,BUY,,0.03483,nzd,6.965174116,BUY
41fcd414-cafd-4c82-980b-93788ef0cc0e,2022-02-08 00:09:39.556898 (UTC),OZY,NZX,0.27865347,4.285,BUY,,0.00597,nzd,1.19402984,BUY
bee95520-7975-424f-85ed-e796145a2327,2022-02-08 00:09:39.556898 (UTC),EUF,NZX,1.97034629,2.02,BUY,,0.0199,nzd,3.980099506,BUY
7c2e62b0-ce75-4f81-80b8-89a483a4878e,2022-02-08 00:09:39.556898 (UTC),FNZ,NZX,0.24027162,3.313,BUY,,0.00398,nzd,0.796019877,BUY
aed79f04-5dc3-4885-a3ee-4003406c8faf,2022-02-08 00:09:39.556898 (UTC),EMF,NZX,1.97687061,1.51,BUY,,0.01493,nzd,2.985074621,BUY
fb5a42db-ddb5-406d-b537-b6b5738a9fa7,2022-02-08 00:09:39.556898 (UTC),APA,NZX,1.73879401,2.289,BUY,,0.0199,nzd,3.980099489,BUY
5f47ad9e-8ecf-4941-bfdf-2efcfe9bd0f6,2022-02-08 00:09:39.556898 (UTC),USF,NZX,0.56220809,12.389,BUY,,0.03483,nzd,6.965174101,BUY
ef3a607e-685e-49f7-9aec-87965c37c521,2022-02-14 00:07:08.421146 (UTC),OZY,NZX,0.27379726,4.361,BUY,,0.00597,nzd,1.194029851,BUY
fee847f6-b42a-40ae-bbff-d56445f2786e,2022-02-14 00:07:08.421146 (UTC),EUF,NZX,1.99403783,1.996,BUY,,0.0199,nzd,3.980099509,BUY
d6cd0437-5ba1-4b3f-af83-a32e776ec110,2022-02-14 00:07:08.421146 (UTC),FNZ,NZX,0.24477955,3.252,BUY,,0.00398,nzd,0.79601989,BUY
df4f3463-0181-44c0-b142-c3dabd9a117b,2022-02-14 00:07:08.421146 (UTC),EMF,NZX,1.97295084,1.513,BUY,,0.01493,nzd,2.985074621,BUY
6231c770-f241-4579-a1b2-84ae13c0a143,2022-02-14 00:07:08.421146 (UTC),APA,NZX,1.73879401,2.289,BUY,,0.0199,nzd,3.980099489,BUY
